tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2014-04-01,DKI1 (Bunderan HI),64,9,37,59,14,64,PM10,SEDANG
2014-04-02,DKI1 (Bunderan HI),55,7,28,54,17,55,PM10,SEDANG
2014-04-03,DKI1 (Bunderan HI),57,8,40,86,20,86,O3,SEDANG
2014-04-04,DKI1 (Bunderan HI),65,5,37,66,20,66,O3,SEDANG
2014-04-05,DKI1 (Bunderan HI),71,25,72,78,20,78,O3,SEDANG
2014-04-06,DKI1 (Bunderan HI),39,13,20,56,12,56,O3,SEDANG
2014-04-07,DKI1 (Bunderan HI),42,17,30,57,17,57,O3,SEDANG
2014-04-08,DKI1 (Bunderan HI),54,21,47,55,11,55,O3,SEDANG
2014-04-09,DKI1 (Bunderan HI),25,11,21,51,9,51,O3,SEDANG
2014-04-10,DKI1 (Bunderan HI),39,14,25,46,12,46,O3,BAIK
2014-04-11,DKI1 (Bunderan HI),51,17,27,50,13,51,PM10,SEDANG
2014-04-12,DKI1 (Bunderan HI),65,22,62,58,21,65,PM10,SEDANG
2014-04-13,DKI1 (Bunderan HI),45,18,21,54,15,54,O3,SEDANG
2014-04-14,DKI1 (Bunderan HI),40,15,30,48,10,48,O3,BAIK
2014-04-15,DKI1 (Bunderan HI),36,16,28,47,14,47,O3,BAIK
2014-04-16,DKI1 (Bunderan HI),41,17,36,58,20,58,O3,SEDANG
2014-04-17,DKI1 (Bunderan HI),66,24,40,88,21,88,O3,SEDANG
2014-04-18,DKI1 (Bunderan HI),66,25,48,94,16,94,O3,SEDANG
2014-04-19,DKI1 (Bunderan HI),64,16,30,66,14,66,O3,SEDANG
2014-04-20,DKI1 (Bunderan HI),34,18,46,42,15,46,CO,BAIK
2014-04-21,DKI1 (Bunderan HI),51,14,25,48,14,51,PM10,SEDANG
2014-04-22,DKI1 (Bunderan HI),27,11,20,43,9,43,O3,BAIK
2014-04-23,DKI1 (Bunderan HI),60,25,48,64,13,64,O3,SEDANG
2014-04-24,DKI1 (Bunderan HI),43,17,30,41,11,43,PM10,BAIK
2014-04-25,DKI1 (Bunderan HI),29,17,21,56,9,56,O3,SEDANG
2014-04-26,DKI1 (Bunderan HI),40,6,22,51,12,51,O3,SEDANG
2014-04-27,DKI1 (Bunderan HI),45,5,23,62,12,62,O3,SEDANG
2014-04-28,DKI1 (Bunderan HI),52,5,35,87,21,87,O3,SEDANG
2014-04-29,DKI1 (Bunderan HI),54,5,34,86,27,86,O3,SEDANG
2014-04-30,DKI1 (Bunderan HI),56,5,35,85,29,85,O3,SEDANG
2014-04-01,DKI2 (Kelapa Gading),72,9,29,70,15,72,PM10,SEDANG
2014-04-02,DKI2 (Kelapa Gading),68,8,15,63,8,68,PM10,SEDANG
2014-04-03,DKI2 (Kelapa Gading),60,13,29,89,19,89,O3,SEDANG
2014-04-04,DKI2 (Kelapa Gading),64,5,22,89,15,89,O3,SEDANG
2014-04-05,DKI2 (Kelapa Gading),74,13,38,85,21,85,O3,SEDANG
2014-04-06,DKI2 (Kelapa Gading),40,6,13,70,13,70,O3,SEDANG
2014-04-07,DKI2 (Kelapa Gading),34,4,17,64,16,64,O3,SEDANG
2014-04-08,DKI2 (Kelapa Gading),59,9,31,72,16,72,O3,SEDANG
2014-04-09,DKI2 (Kelapa Gading),27,4,13,73,8,73,O3,SEDANG
2014-04-10,DKI2 (Kelapa Gading),42,4,25,53,8,53,O3,SEDANG
2014-04-11,DKI2 (Kelapa Gading),47,5,22,60,16,60,O3,SEDANG
2014-04-12,DKI2 (Kelapa Gading),66,7,26,80,18,80,O3,SEDANG
2014-04-13,DKI2 (Kelapa Gading),42,5,14,56,13,56,O3,SEDANG
2014-04-14,DKI2 (Kelapa Gading),28,4,13,59,11,59,O3,SEDANG
2014-04-15,DKI2 (Kelapa Gading),33,4,22,59,15,59,O3,SEDANG
