tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2014-08-01,DKI1 (Bunderan HI),40,9,12,64,10,64,O3,SEDANG
2014-08-02,DKI1 (Bunderan HI),37,10,13,60,12,60,O3,SEDANG
2014-08-03,DKI1 (Bunderan HI),52,8,19,57,11,57,O3,SEDANG
2014-08-04,DKI1 (Bunderan HI),42,8,21,48,12,48,O3,BAIK
2014-08-05,DKI1 (Bunderan HI),44,10,17,43,11,44,PM10,BAIK
2014-08-06,DKI1 (Bunderan HI),39,11,14,39,7,39,PM10,BAIK
2014-08-07,DKI1 (Bunderan HI),45,10,21,49,11,49,O3,BAIK
2014-08-08,DKI1 (Bunderan HI),55,10,27,60,14,60,O3,SEDANG
2014-08-09,DKI1 (Bunderan HI),56,10,24,67,15,67,O3,SEDANG
2014-08-10,DKI1 (Bunderan HI),52,11,16,61,18,61,O3,SEDANG
2014-08-11,DKI1 (Bunderan HI),52,11,26,49,14,52,PM10,SEDANG
2014-08-12,DKI1 (Bunderan HI),---,12,34,59,18,59,O3,SEDANG
2014-08-13,DKI1 (Bunderan HI),50,11,32,44,17,50,PM10,BAIK
2014-08-14,DKI1 (Bunderan HI),57,13,24,49,13,57,PM10,SEDANG
2014-08-15,DKI1 (Bunderan HI),55,11,30,61,19,61,O3,SEDANG
2014-08-16,DKI1 (Bunderan HI),42,9,26,51,15,51,O3,SEDANG
2014-08-17,DKI1 (Bunderan HI),43,10,19,50,16,50,O3,BAIK
2014-08-18,DKI1 (Bunderan HI),51,11,23,60,13,60,O3,SEDANG
2014-08-19,DKI1 (Bunderan HI),53,14,25,50,18,53,PM10,SEDANG
2014-08-20,DKI1 (Bunderan HI),56,12,31,72,20,72,O3,SEDANG
2014-08-21,DKI1 (Bunderan HI),63,12,28,68,18,68,O3,SEDANG
2014-08-22,DKI1 (Bunderan HI),53,10,25,47,20,53,PM10,SEDANG
2014-08-23,DKI1 (Bunderan HI),51,13,18,62,13,62,O3,SEDANG
2014-08-24,DKI1 (Bunderan HI),49,9,15,62,8,62,O3,SEDANG
2014-08-25,DKI1 (Bunderan HI),41,9,30,68,25,68,O3,SEDANG
2014-08-26,DKI1 (Bunderan HI),44,13,31,65,17,65,O3,SEDANG
2014-08-27,DKI1 (Bunderan HI),55,12,26,45,18,55,PM10,SEDANG
2014-08-28,DKI1 (Bunderan HI),49,12,24,49,14,49,PM10,BAIK
2014-08-29,DKI1 (Bunderan HI),52,11,27,55,17,55,O3,SEDANG
2014-08-30,DKI1 (Bunderan HI),58,9,27,44,18,58,PM10,SEDANG
2014-08-31,DKI1 (Bunderan HI),55,10,17,54,14,55,PM10,SEDANG
2014-08-01,DKI2 (Kelapa Gading),54,12,9,80,8,80,O3,SEDANG
2014-08-02,DKI2 (Kelapa Gading),55,11,11,69,8,69,O3,SEDANG
2014-08-03,DKI2 (Kelapa Gading),56,13,17,70,11,70,O3,SEDANG
2014-08-04,DKI2 (Kelapa Gading),55,20,15,59,10,59,O3,SEDANG
2014-08-05,DKI2 (Kelapa Gading),57,14,11,61,11,61,O3,SEDANG
2014-08-06,DKI2 (Kelapa Gading),57,31,9,51,7,57,PM10,SEDANG
2014-08-07,DKI2 (Kelapa Gading),62,19,10,54,11,62,PM10,SEDANG
2014-08-08,DKI2 (Kelapa Gading),70,21,19,62,13,70,PM10,SEDANG
2014-08-09,DKI2 (Kelapa Gading),69,17,19,73,14,73,O3,SEDANG
2014-08-10,DKI2 (Kelapa Gading),70,19,15,80,10,80,O3,SEDANG
2014-08-11,DKI2 (Kelapa Gading),66,23,11,50,10,66,PM10,SEDANG
2014-08-12,DKI2 (Kelapa Gading),66,19,26,57,18,66,PM10,SEDANG
2014-08-13,DKI2 (Kelapa Gading),65,15,18,49,16,65,PM10,SEDANG
2014-08-14,DKI2 (Kelapa Gading),71,17,13,61,15,71,PM10,SEDANG
2014-08-15,DKI2 (Kelapa Gading),70,17,17,58,18,70,PM10,SEDANG
2014-08-16,DKI2 (Kelapa Gading),58,16,12,55,15,58,PM10,SEDANG
2014-08-17,DKI2 (Kelapa Gading),63,19,17,61,14,63,PM10,SEDANG
2014-08-18,DKI2 (Kelapa Gading),69,26,19,54,16,69,PM10,SEDANG
2014-08-19,DKI2 (Kelapa Gading),74,20,15,54,15,74,PM10,SEDANG
2014-08-20,DKI2 (Kelapa Gading),74,18,17,75,16,75,O3,SEDANG
2014-08-21,DKI2 (Kelapa Gading),81,17,22,59,16,81,PM10,SEDANG
2014-08-22,DKI2 (Kelapa Gading),65,14,13,51,12,65,PM10,SEDANG
2014-08-23,DKI2 (Kelapa Gading),66,13,11,60,11,66,PM10,SEDANG
2014-08-24,DKI2 (Kelapa Gading),62,12,10,63,9,63,O3,SEDANG
2014-08-25,DKI2 (Kelapa Gading),65,15,14,71,14,71,O3,SEDANG
2014-08-26,DKI2 (Kelapa Gading),72,17,15,52,20,72,PM10,SEDANG
2014-08-27,DKI2 (Kelapa Gading),84,15,15,51,13,84,PM10,SEDANG
2014-08-28,DKI2 (Kelapa Gading),76,15,13,54,14,76,PM10,SEDANG
2014-08-29,DKI2 (Kelapa Gading),76,15,13,60,14,76,PM10,SEDANG
2014-08-30,DKI2 (Kelapa Gading),77,15,18,57,22,77,PM10,SEDANG
2014-08-31,DKI2 (Kelapa Gading),67,11,11,56,7,67,PM10,SEDANG
2014-08-01,DKI3 (Jagakarsa),11,13,14,55,5,55,O3,SEDANG
2014-08-02,DKI3 (Jagakarsa),17,13,11,74,4,74,O3,SEDANG
2014-08-03,DKI3 (Jagakarsa),15,13,22,77,7,77,O3,SEDANG
2014-08-04,DKI3 (Jagakarsa),17,12,19,65,7,65,O3,SEDANG
2014-08-05,DKI3 (Jagakarsa),15,13,18,48,6,48,O3,BAIK
2014-08-06,DKI3 (Jagakarsa),14,15,10,40,7,40,O3,BAIK
2014-08-07,DKI3 (Jagakarsa),21,14,19,63,9,63,O3,SEDANG
2014-08-08,DKI3 (Jagakarsa),25,14,22,74,7,74,O3,SEDANG
2014-08-09,DKI3 (Jagakarsa),15,14,14,93,5,93,O3,SEDANG
2014-08-10,DKI3 (Jagakarsa),25,15,17,88,8,88,O3,SEDANG
2014-08-11,DKI3 (Jagakarsa),12,15,15,65,10,65,O3,SEDANG
2014-08-12,DKI3 (Jagakarsa),12,12,18,99,6,99,O3,SEDANG
2014-08-13,DKI3 (Jagakarsa),13,13,15,98,5,98,O3,SEDANG
2014-08-14,DKI3 (Jagakarsa),22,15,18,72,10,72,O3,SEDANG
2014-08-15,DKI3 (Jagakarsa),22,14,15,82,7,82,O3,SEDANG
2014-08-16,DKI3 (Jagakarsa),14,15,12,85,10,85,O3,SEDANG
2014-08-17,DKI3 (Jagakarsa),14,14,24,86,9,86,O3,SEDANG
2014-08-18,DKI3 (Jagakarsa),17,14,29,80,10,80,O3,SEDANG
2014-08-19,DKI3 (Jagakarsa),---,15,16,98,8,98,O3,SEDANG
2014-08-20,DKI3 (Jagakarsa),---,14,17,65,12,65,O3,SEDANG
2014-08-21,DKI3 (Jagakarsa),23,14,17,88,12,88,O3,SEDANG
2014-08-22,DKI3 (Jagakarsa),30,14,19,63,11,63,O3,SEDANG
2014-08-23,DKI3 (Jagakarsa),21,16,16,76,9,76,O3,SEDANG
2014-08-24,DKI3 (Jagakarsa),29,14,12,82,7,82,O3,SEDANG
2014-08-25,DKI3 (Jagakarsa),28,14,11,76,6,76,O3,SEDANG
