tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2014-09-01,DKI1 (Bunderan HI),50,11,20,50,15,50,PM10,BAIK
2014-09-02,DKI1 (Bunderan HI),44,11,27,56,17,56,O3,SEDANG
2014-09-03,DKI1 (Bunderan HI),58,12,26,68,18,68,O3,SEDANG
2014-09-04,DKI1 (Bunderan HI),59,10,29,69,18,69,O3,SEDANG
2014-09-05,DKI1 (Bunderan HI),52,10,32,66,25,66,O3,SEDANG
2014-09-06,DKI1 (Bunderan HI),51,10,30,94,18,94,O3,SEDANG
2014-09-07,DKI1 (Bunderan HI),57,10,27,67,18,67,O3,SEDANG
2014-09-08,DKI1 (Bunderan HI),54,11,27,55,21,55,O3,SEDANG
2014-09-09,DKI1 (Bunderan HI),59,12,28,48,20,59,PM10,SEDANG
2014-09-10,DKI1 (Bunderan HI),---,12,26,68,21,68,O3,SEDANG
2014-09-11,DKI1 (Bunderan HI),---,11,25,50,17,50,O3,BAIK
2014-09-12,DKI1 (Bunderan HI),---,13,24,54,22,54,O3,SEDANG
2014-09-13,DKI1 (Bunderan HI),---,13,22,56,20,56,O3,SEDANG
2014-09-14,DKI1 (Bunderan HI),---,11,15,57,19,57,O3,SEDANG
2014-09-15,DKI1 (Bunderan HI),---,11,27,84,22,84,O3,SEDANG
2014-09-16,DKI1 (Bunderan HI),55,11,26,83,24,83,O3,SEDANG
2014-09-17,DKI1 (Bunderan HI),56,13,21,49,15,56,PM10,SEDANG
2014-09-18,DKI1 (Bunderan HI),52,11,24,45,14,52,PM10,SEDANG
2014-09-19,DKI1 (Bunderan HI),51,12,21,39,13,51,PM10,SEDANG
2014-09-20,DKI1 (Bunderan HI),45,11,18,38,15,45,PM10,BAIK
2014-09-21,DKI1 (Bunderan HI),63,9,38,72,18,72,O3,SEDANG
2014-09-22,DKI1 (Bunderan HI),58,9,31,47,19,58,PM10,SEDANG
2014-09-23,DKI1 (Bunderan HI),50,10,26,37,16,50,PM10,BAIK
2014-09-24,DKI1 (Bunderan HI),43,11,20,41,16,43,PM10,BAIK
