tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2014-01-01,DKI1 (Bunderan HI),77,3,39,54,13,77,PM10,SEDANG
2014-01-02,DKI1 (Bunderan HI),55,4,29,58,12,58,O3,SEDANG
2014-01-03,DKI1 (Bunderan HI),60,5,40,68,13,68,O3,SEDANG
2014-01-04,DKI1 (Bunderan HI),55,7,30,56,14,56,O3,SEDANG
2014-01-05,DKI1 (Bunderan HI),39,4,18,48,10,48,O3,BAIK
2014-01-06,DKI1 (Bunderan HI),27,2,18,45,6,45,O3,BAIK
2014-01-07,DKI1 (Bunderan HI),40,5,27,52,13,52,O3,SEDANG
2014-01-08,DKI1 (Bunderan HI),51,3,31,57,12,57,O3,SEDANG
2014-01-09,DKI1 (Bunderan HI),50,5,39,41,10,50,PM10,BAIK
2014-01-10,DKI1 (Bunderan HI),39,3,24,56,10,56,O3,SEDANG
2014-01-11,DKI1 (Bunderan HI),51,4,28,75,21,75,O3,SEDANG
2014-01-12,DKI1 (Bunderan HI),44,1,25,71,13,71,O3,SEDANG
2014-01-13,DKI1 (Bunderan HI),40,6,39,54,15,54,O3,SEDANG
2014-01-14,DKI1 (Bunderan HI),54,9,36,53,16,54,PM10,SEDANG
2014-01-15,DKI1 (Bunderan HI),46,3,29,54,10,54,O3,SEDANG
2014-01-16,DKI1 (Bunderan HI),50,4,39,46,14,50,PM10,BAIK
2014-01-17,DKI1 (Bunderan HI),51,2,33,56,18,56,O3,SEDANG
2014-01-18,DKI1 (Bunderan HI),39,1,25,55,15,55,O3,SEDANG
2014-01-19,DKI1 (Bunderan HI),38,1,26,57,15,57,O3,SEDANG
2014-01-20,DKI1 (Bunderan HI),54,2,23,53,13,54,PM10,SEDANG
2014-01-21,DKI1 (Bunderan HI),44,2,28,52,15,52,O3,SEDANG
2014-01-22,DKI1 (Bunderan HI),59,7,29,51,15,59,PM10,SEDANG
2014-01-23,DKI1 (Bunderan HI),48,2,26,53,15,53,O3,SEDANG
2014-01-24,DKI1 (Bunderan HI),59,4,41,50,17,59,PM10,SEDANG
