tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2011-11-01,DKI1 (Bunderan HI),62,15,34,85,18,85,O3,SEDANG
2011-11-02,DKI1 (Bunderan HI),64,19,30,76,16,76,O3,SEDANG
2011-11-03,DKI1 (Bunderan HI),64,14,32,71,18,71,O3,SEDANG
2011-11-04,DKI1 (Bunderan HI),50,14,30,59,13,59,O3,SEDANG
2011-11-05,DKI1 (Bunderan HI),53,19,21,67,14,67,O3,SEDANG
2011-11-06,DKI1 (Bunderan HI),43,14,21,46,8,46,O3,BAIK
2011-11-07,DKI1 (Bunderan HI),46,17,25,80,14,80,O3,SEDANG
2011-11-08,DKI1 (Bunderan HI),57,23,23,81,16,81,O3,SEDANG
2011-11-09,DKI1 (Bunderan HI),66,24,31,94,18,94,O3,SEDANG
2011-11-10,DKI1 (Bunderan HI),77,30,31,66,16,77,PM10,SEDANG
2011-11-11,DKI1 (Bunderan HI),68,20,33,57,18,68,PM10,SEDANG
2011-11-12,DKI1 (Bunderan HI),51,19,20,65,11,65,O3,SEDANG
2011-11-13,DKI1 (Bunderan HI),57,17,31,80,15,80,O3,SEDANG
2011-11-14,DKI1 (Bunderan HI),57,20,26,88,20,88,O3,SEDANG
2011-11-15,DKI1 (Bunderan HI),54,22,27,100,18,100,O3,SEDANG
2011-11-16,DKI1 (Bunderan HI),69,31,38,146,36,146,O3,TIDAK SEHAT
2011-11-17,DKI1 (Bunderan HI),73,33,33,91,28,91,O3,SEDANG
2011-11-18,DKI1 (Bunderan HI),60,19,31,70,17,70,O3,SEDANG
2011-11-19,DKI1 (Bunderan HI),57,18,28,117,18,117,O3,TIDAK SEHAT
2011-11-20,DKI1 (Bunderan HI),57,18,25,89,14,89,O3,SEDANG
2011-11-21,DKI1 (Bunderan HI),65,25,35,84,21,84,O3,SEDANG
2011-11-22,DKI1 (Bunderan HI),58,32,28,62,17,62,O3,SEDANG
2011-11-23,DKI1 (Bunderan HI),73,26,38,112,21,112,O3,TIDAK SEHAT
2011-11-24,DKI1 (Bunderan HI),67,33,34,108,19,108,O3,TIDAK SEHAT
2011-11-25,DKI1 (Bunderan HI),49,18,26,58,16,58,O3,SEDANG
2011-11-26,DKI1 (Bunderan HI),64,19,29,71,14,71,O3,SEDANG
2011-11-27,DKI1 (Bunderan HI),58,12,22,118,13,118,O3,TIDAK SEHAT
2011-11-28,DKI1 (Bunderan HI),66,27,35,94,15,94,O3,SEDANG
2011-11-29,DKI1 (Bunderan HI),71,23,32,69,19,71,PM10,SEDANG
2011-11-30,DKI1 (Bunderan HI),63,20,28,115,19,115,O3,TIDAK SEHAT
2011-11-01,DKI2 (Kelapa Gading),63,12,38,102,20,102,O3,TIDAK SEHAT
2011-11-02,DKI2 (Kelapa Gading),92,18,25,89,17,92,PM10,SEDANG
2011-11-03,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
