tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2018-07-01,DKI1 (Bunderan HI),64,8,16,34,2,64,PM10,SEDANG
2018-07-02,DKI1 (Bunderan HI),58,7,16,23,4,58,PM10,SEDANG
2018-07-03,DKI1 (Bunderan HI),56,7,16,39,4,56,PM10,SEDANG
2018-07-04,DKI1 (Bunderan HI),68,7,15,21,4,68,PM10,SEDANG
2018-07-05,DKI1 (Bunderan HI),63,7,15,18,3,63,PM10,SEDANG
2018-07-06,DKI1 (Bunderan HI),55,8,15,20,5,55,PM10,SEDANG
2018-07-07,DKI1 (Bunderan HI),,,,,,,,TIDAK ADA DATA
2018-07-08,DKI1 (Bunderan HI),,,,,,,,TIDAK ADA DATA
2018-07-09,DKI1 (Bunderan HI),34,6,15,50,,50,O3,BAIK
2018-07-10,DKI1 (Bunderan HI),54,6,15,30,,54,PM10,SEDANG
2018-07-11,DKI1 (Bunderan HI),73,7,15,25,,73,PM10,SEDANG
2018-07-12,DKI1 (Bunderan HI),60,6,15,34,,60,PM10,SEDANG
2018-07-13,DKI1 (Bunderan HI),59,6,14,42,,59,PM10,SEDANG
2018-07-14,DKI1 (Bunderan HI),77,6,14,45,,77,PM10,SEDANG
2018-07-15,DKI1 (Bunderan HI),52,5,12,32,,52,PM10,SEDANG
2018-07-16,DKI1 (Bunderan HI),50,5,12,40,,50,PM10,BAIK
2018-07-17,DKI1 (Bunderan HI),65,5,17,65,,65,PM10,SEDANG
2018-07-18,DKI1 (Bunderan HI),65,6,17,53,,65,PM10,SEDANG
2018-07-19,DKI1 (Bunderan HI),67,5,17,25,,67,PM10,SEDANG
2018-07-20,DKI1 (Bunderan HI),70,5,16,25,,70,PM10,SEDANG
2018-07-21,DKI1 (Bunderan HI),65,4,12,28,,65,PM10,SEDANG
2018-07-22,DKI1 (Bunderan HI),48,4,18,43,,48,PM10,BAIK
2018-07-23,DKI1 (Bunderan HI),53,4,23,31,,53,PM10,SEDANG
2018-07-24,DKI1 (Bunderan HI),62,5,23,20,,62,PM10,SEDANG
2018-07-25,DKI1 (Bunderan HI),55,5,15,35,,55,PM10,SEDANG
2018-07-26,DKI1 (Bunderan HI),58,5,16,,,58,PM10,SEDANG
2018-07-27,DKI1 (Bunderan HI),73,12,15,,9,73,PM10,SEDANG
2018-07-28,DKI1 (Bunderan HI),53,11,20,65,3,65,O3,SEDANG
2018-07-29,DKI1 (Bunderan HI),62,10,15,37,2,62,PM10,SEDANG
2018-07-30,DKI1 (Bunderan HI),74,11,19,34,7,74,PM10,SEDANG
2018-07-31,DKI1 (Bunderan HI),79,10,18,38,2,79,PM10,SEDANG
2018-07-01,DKI2 (Kelapa Gading),78,17,15,142,20,142,O3,TIDAK SEHAT
2018-07-02,DKI2 (Kelapa Gading),71,21,15,87,20,87,O3,SEDANG
2018-07-03,DKI2 (Kelapa Gading),76,18,14,166,16,166,O3,TIDAK SEHAT
2018-07-04,DKI2 (Kelapa Gading),82,23,10,209,19,209,O3,SANGAT TIDAK SEHAT
2018-07-05,DKI2 (Kelapa Gading),61,16,6,110,13,110,O3,TIDAK SEHAT
2018-07-06,DKI2 (Kelapa Gading),56,21,8,100,19,100,O3,SEDANG
2018-07-07,DKI2 (Kelapa Gading),71,32,23,80,24,80,O3,SEDANG
2018-07-08,DKI2 (Kelapa Gading),74,23,27,111,22,111,O3,TIDAK SEHAT
2018-07-09,DKI2 (Kelapa Gading),69,20,7,109,17,109,O3,TIDAK SEHAT
2018-07-10,DKI2 (Kelapa Gading),71,14,9,124,16,124,O3,TIDAK SEHAT
2018-07-11,DKI2 (Kelapa Gading),63,17,10,129,20,129,O3,TIDAK SEHAT
