tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2018-10-01,DKI1 (Bunderan HI),47,11,15,26,4,47,PM10,BAIK
2018-10-02,DKI1 (Bunderan HI),63,11,19,14,4,63,PM10,SEDANG
2018-10-03,DKI1 (Bunderan HI),37,10,17,33,5,37,PM10,BAIK
2018-10-04,DKI1 (Bunderan HI),38,11,17,35,4,38,PM10,BAIK
2018-10-05,DKI1 (Bunderan HI),46,11,16,37,3,46,PM10,BAIK
2018-10-06,DKI1 (Bunderan HI),37,11,20,32,3,37,PM10,BAIK
2018-10-07,DKI1 (Bunderan HI),37,12,11,35,3,37,PM10,BAIK
2018-10-08,DKI1 (Bunderan HI),37,11,14,33,4,37,PM10,BAIK
2018-10-09,DKI1 (Bunderan HI),51,11,15,30,4,51,PM10,SEDANG
2018-10-10,DKI1 (Bunderan HI),27,11,18,19,5,27,PM10,BAIK
2018-10-11,DKI1 (Bunderan HI),59,11,17,22,4,59,PM10,SEDANG
2018-10-12,DKI1 (Bunderan HI),53,11,17,15,5,53,PM10,SEDANG
2018-10-13,DKI1 (Bunderan HI),55,11,20,26,5,55,PM10,SEDANG
2018-10-14,DKI1 (Bunderan HI),64,12,14,30,4,64,PM10,SEDANG
2018-10-15,DKI1 (Bunderan HI),52,10,16,23,3,52,PM10,SEDANG
2018-10-16,DKI1 (Bunderan HI),57,10,19,43,5,57,PM10,SEDANG
2018-10-17,DKI1 (Bunderan HI),---,11,19,28,5,28,O3,BAIK
2018-10-18,DKI1 (Bunderan HI),59,11,18,23,5,59,PM10,SEDANG
2018-10-19,DKI1 (Bunderan HI),30,10,20,38,5,38,O3,BAIK
2018-10-20,DKI1 (Bunderan HI),43,10,16,35,3,43,PM10,BAIK
2018-10-21,DKI1 (Bunderan HI),42,10,14,29,3,42,PM10,BAIK
2018-10-22,DKI1 (Bunderan HI),33,10,14,39,4,39,O3,BAIK
2018-10-23,DKI1 (Bunderan HI),36,9,14,32,3,36,PM10,BAIK
2018-10-24,DKI1 (Bunderan HI),43,10,27,28,5,43,PM10,BAIK
2018-10-25,DKI1 (Bunderan HI),36,10,17,14,4,36,PM10,BAIK
2018-10-26,DKI1 (Bunderan HI),29,10,18,16,4,29,PM10,BAIK
2018-10-27,DKI1 (Bunderan HI),57,10,18,35,5,57,PM10,SEDANG
2018-10-28,DKI1 (Bunderan HI),34,9,12,33,3,34,PM10,BAIK
2018-10-29,DKI1 (Bunderan HI),42,9,24,44,2,44,O3,BAIK
2018-10-30,DKI1 (Bunderan HI),46,10,22,34,3,46,PM10,BAIK
2018-10-31,DKI1 (Bunderan HI),47,10,16,19,3,47,PM10,BAIK
2018-10-01,DKI2 (Kelapa Gading),60,20,15,91,12,91,O3,SEDANG
2018-10-02,DKI2 (Kelapa Gading),64,17,22,66,21,66,O3,SEDANG
2018-10-03,DKI2 (Kelapa Gading),61,14,16,104,10,104,O3,TIDAK SEHAT
2018-10-04,DKI2 (Kelapa Gading),57,15,13,99,11,99,O3,SEDANG
2018-10-05,DKI2 (Kelapa Gading),60,20,14,123,13,123,O3,TIDAK SEHAT
