tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2012-02-01,DKI1 (Bunderan HI),66,44,60,73,21,73,O3,SEDANG
2012-02-02,DKI1 (Bunderan HI),51,52,34,74,15,74,O3,SEDANG
2012-02-03,DKI1 (Bunderan HI),55,31,44,59,14,59,O3,SEDANG
2012-02-04,DKI1 (Bunderan HI),59,29,37,54,12,59,PM10,SEDANG
2012-02-05,DKI1 (Bunderan HI),56,23,44,85,22,85,O3,SEDANG
2012-02-06,DKI1 (Bunderan HI),52,26,34,55,13,55,O3,SEDANG
2012-02-07,DKI1 (Bunderan HI),53,22,34,72,14,72,O3,SEDANG
2012-02-08,DKI1 (Bunderan HI),53,13,29,72,12,72,O3,SEDANG
2012-02-09,DKI1 (Bunderan HI),42,12,37,78,13,78,O3,SEDANG
2012-02-10,DKI1 (Bunderan HI),42,11,25,87,9,87,O3,SEDANG
2012-02-11,DKI1 (Bunderan HI),54,13,46,78,13,78,O3,SEDANG
2012-02-12,DKI1 (Bunderan HI),37,11,20,69,8,69,O3,SEDANG
2012-02-13,DKI1 (Bunderan HI),40,11,37,110,24,110,O3,TIDAK SEHAT
2012-02-14,DKI1 (Bunderan HI),70,13,53,76,24,76,O3,SEDANG
2012-02-15,DKI1 (Bunderan HI),56,15,42,82,23,82,O3,SEDANG
2012-02-16,DKI1 (Bunderan HI),60,12,34,62,18,62,O3,SEDANG
2012-02-17,DKI1 (Bunderan HI),77,44,41,51,19,77,PM10,SEDANG
2012-02-18,DKI1 (Bunderan HI),49,24,28,75,17,75,O3,SEDANG
2012-02-19,DKI1 (Bunderan HI),56,24,28,61,14,61,O3,SEDANG
2012-02-20,DKI1 (Bunderan HI),59,52,36,62,14,62,O3,SEDANG
2012-02-21,DKI1 (Bunderan HI),60,41,47,78,22,78,O3,SEDANG
2012-02-22,DKI1 (Bunderan HI),61,31,39,86,13,86,O3,SEDANG
2012-02-23,DKI1 (Bunderan HI),55,23,31,76,6,76,O3,SEDANG
2012-02-24,DKI1 (Bunderan HI),54,26,32,99,7,99,O3,SEDANG
2012-02-25,DKI1 (Bunderan HI),66,26,34,85,6,85,O3,SEDANG
2012-02-26,DKI1 (Bunderan HI),50,18,22,119,---,119,O3,TIDAK SEHAT
2012-02-27,DKI1 (Bunderan HI),48,33,45,97,---,97,O3,SEDANG
2012-02-28,DKI1 (Bunderan HI),71,53,48,137,9,137,O3,TIDAK SEHAT
2012-02-29,DKI1 (Bunderan HI),67,51,38,82,4,82,O3,SEDANG
2012-02-01,DKI2 (Kelapa Gading),67,8,57,105,19,105,O3,TIDAK SEHAT
2012-02-02,DKI2 (Kelapa Gading),48,12,15,70,17,70,O3,SEDANG
2012-02-03,DKI2 (Kelapa Gading),52,10,35,37,14,52,PM10,SEDANG
2012-02-04,DKI2 (Kelapa Gading),43,9,27,57,11,57,O3,SEDANG
2012-02-05,DKI2 (Kelapa Gading),49,5,23,90,15,90,O3,SEDANG
2012-02-06,DKI2 (Kelapa Gading),45,7,18,70,10,70,O3,SEDANG
2012-02-07,DKI2 (Kelapa Gading),50,7,20,52,17,52,O3,SEDANG
2012-02-08,DKI2 (Kelapa Gading),55,9,21,3,14,55,PM10,SEDANG
2012-02-09,DKI2 (Kelapa Gading),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-10,DKI2 (Kelapa Gading),49,13,14,112,13,112,O3,TIDAK SEHAT
2012-02-11,DKI2 (Kelapa Gading),64,17,37,134,13,134,O3,TIDAK SEHAT
2012-02-12,DKI2 (Kelapa Gading),37,10,16,91,12,91,O3,SEDANG
2012-02-13,DKI2 (Kelapa Gading),40,11,21,171,14,171,O3,TIDAK SEHAT
2012-02-14,DKI2 (Kelapa Gading),80,17,40,100,22,100,O3,SEDANG
2012-02-15,DKI2 (Kelapa Gading),59,16,17,157,15,157,O3,TIDAK SEHAT
2012-02-16,DKI2 (Kelapa Gading),62,16,20,93,18,93,O3,SEDANG
2012-02-17,DKI2 (Kelapa Gading),75,14,31,154,26,154,O3,TIDAK SEHAT
2012-02-18,DKI2 (Kelapa Gading),55,14,19,96,14,96,O3,SEDANG
2012-02-19,DKI2 (Kelapa Gading),53,13,21,87,17,87,O3,SEDANG
2012-02-20,DKI2 (Kelapa Gading),59,22,22,70,25,70,O3,SEDANG
2012-02-21,DKI2 (Kelapa Gading),68,19,21,175,18,175,O3,TIDAK SEHAT
2012-02-22,DKI2 (Kelapa Gading),66,---,---,---,---,66,PM10,SEDANG
2012-02-23,DKI2 (Kelapa Gading),60,13,18,147,13,147,O3,TIDAK SEHAT
2012-02-24,DKI2 (Kelapa Gading),61,16,20,151,15,151,O3,TIDAK SEHAT
2012-02-25,DKI2 (Kelapa Gading),60,12,18,160,10,160,O3,TIDAK SEHAT
2012-02-26,DKI2 (Kelapa Gading),60,14,19,162,14,162,O3,TIDAK SEHAT
2012-02-27,DKI2 (Kelapa Gading),50,12,22,114,16,114,O3,TIDAK SEHAT
2012-02-28,DKI2 (Kelapa Gading),77,18,33,232,17,232,O3,SANGAT TIDAK SEHAT
2012-02-29,DKI2 (Kelapa Gading),65,14,25,170,15,170,O3,TIDAK SEHAT
2012-02-01,DKI3 (Jagakarsa),60,2,36,68,13,68,O3,SEDANG
2012-02-02,DKI3 (Jagakarsa),54,1,21,63,11,63,O3,SEDANG
2012-02-03,DKI3 (Jagakarsa),39,2,15,46,5,46,O3,BAIK
2012-02-04,DKI3 (Jagakarsa),29,1,22,50,5,50,O3,BAIK
2012-02-05,DKI3 (Jagakarsa),61,1,32,45,6,61,PM10,SEDANG
2012-02-06,DKI3 (Jagakarsa),59,1,33,38,6,59,PM10,SEDANG
2012-02-07,DKI3 (Jagakarsa),47,1,19,17,4,47,PM10,BAIK
2012-02-08,DKI3 (Jagakarsa),55,3,18,11,7,55,PM10,SEDANG
2012-02-09,DKI3 (Jagakarsa),32,1,7,4,2,32,PM10,BAIK
2012-02-10,DKI3 (Jagakarsa),32,1,8,7,3,32,PM10,BAIK
2012-02-11,DKI3 (Jagakarsa),34,1,18,83,8,83,O3,SEDANG
2012-02-12,DKI3 (Jagakarsa),23,1,11,50,5,50,O3,BAIK
2012-02-13,DKI3 (Jagakarsa),21,1,11,86,6,86,O3,SEDANG
2012-02-14,DKI3 (Jagakarsa),57,3,34,99,13,99,O3,SEDANG
2012-02-15,DKI3 (Jagakarsa),50,5,20,99,15,99,O3,SEDANG
2012-02-16,DKI3 (Jagakarsa),55,3,18,81,9,81,O3,SEDANG
2012-02-17,DKI3 (Jagakarsa),61,2,21,84,8,84,O3,SEDANG
2012-02-18,DKI3 (Jagakarsa),34,1,12,100,10,100,O3,SEDANG
2012-02-19,DKI3 (Jagakarsa),52,1,24,123,8,123,O3,TIDAK SEHAT
2012-02-20,DKI3 (Jagakarsa),51,2,19,59,16,59,O3,SEDANG
2012-02-21,DKI3 (Jagakarsa),37,2,19,130,8,130,O3,TIDAK SEHAT
2012-02-22,DKI3 (Jagakarsa),53,4,27,168,10,168,O3,TIDAK SEHAT
2012-02-23,DKI3 (Jagakarsa),47,3,14,111,9,111,O3,TIDAK SEHAT
2012-02-24,DKI3 (Jagakarsa),52,2,17,101,9,101,O3,TIDAK SEHAT
2012-02-25,DKI3 (Jagakarsa),56,1,51,92,12,92,O3,SEDANG
2012-02-26,DKI3 (Jagakarsa),39,1,13,79,6,79,O3,SEDANG
2012-02-27,DKI3 (Jagakarsa),32,1,17,104,7,104,O3,TIDAK SEHAT
2012-02-28,DKI3 (Jagakarsa),66,4,29,160,10,160,O3,TIDAK SEHAT
2012-02-29,DKI3 (Jagakarsa),63,2,39,84,12,84,O3,SEDANG
2012-02-01,DKI4 (Lubang Buaya),81,3,68,44,15,81,PM10,SEDANG
2012-02-02,DKI4 (Lubang Buaya),51,8,32,73,16,73,O3,SEDANG
2012-02-03,DKI4 (Lubang Buaya),51,4,29,44,12,51,PM10,SEDANG
2012-02-04,DKI4 (Lubang Buaya),38,2,41,52,8,52,O3,SEDANG
2012-02-05,DKI4 (Lubang Buaya),61,2,53,39,15,61,PM10,SEDANG
2012-02-06,DKI4 (Lubang Buaya),61,3,34,39,12,61,PM10,SEDANG
2012-02-07,DKI4 (Lubang Buaya),55,2,24,39,9,55,PM10,SEDANG
2012-02-08,DKI4 (Lubang Buaya),78,6,23,52,12,78,PM10,SEDANG
2012-02-09,DKI4 (Lubang Buaya),50,1,13,24,9,50,PM10,BAIK
2012-02-10,DKI4 (Lubang Buaya),43,2,12,42,6,43,PM10,BAIK
2012-02-11,DKI4 (Lubang Buaya),58,3,37,---,8,58,PM10,SEDANG
2012-02-12,DKI4 (Lubang Buaya),40,3,15,---,10,40,PM10,BAIK
2012-02-13,DKI4 (Lubang Buaya),39,2,21,133,18,133,O3,TIDAK SEHAT
2012-02-14,DKI4 (Lubang Buaya),76,6,45,---,15,76,PM10,SEDANG
2012-02-15,DKI4 (Lubang Buaya),60,5,17,63,14,63,O3,SEDANG
2012-02-16,DKI4 (Lubang Buaya),84,7,10,73,25,84,PM10,SEDANG
2012-02-17,DKI4 (Lubang Buaya),123,6,40,94,16,123,PM10,TIDAK SEHAT
2012-02-18,DKI4 (Lubang Buaya),57,2,6,100,10,100,O3,SEDANG
2012-02-19,DKI4 (Lubang Buaya),62,3,6,69,16,69,O3,SEDANG
2012-02-20,DKI4 (Lubang Buaya),58,5,14,83,16,83,O3,SEDANG
2012-02-21,DKI4 (Lubang Buaya),58,4,27,141,11,141,O3,TIDAK SEHAT
2012-02-22,DKI4 (Lubang Buaya),66,4,22,132,11,132,O3,TIDAK SEHAT
2012-02-23,DKI4 (Lubang Buaya),61,4,16,---,11,61,PM10,SEDANG
2012-02-24,DKI4 (Lubang Buaya),73,6,19,---,19,73,PM10,SEDANG
2012-02-25,DKI4 (Lubang Buaya),---,4,38,---,19,38,CO,BAIK
2012-02-26,DKI4 (Lubang Buaya),---,4,19,80,15,80,O3,SEDANG
2012-02-27,DKI4 (Lubang Buaya),---,2,20,64,15,64,O3,SEDANG
2012-02-28,DKI4 (Lubang Buaya),76,8,21,135,22,135,O3,TIDAK SEHAT
2012-02-29,DKI4 (Lubang Buaya),81,6,22,79,18,81,PM10,SEDANG
2012-02-01,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-02,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-03,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-04,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-05,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-06,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-07,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-08,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-09,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-10,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-11,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-12,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-13,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-14,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-15,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-16,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-17,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-18,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-19,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-20,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-21,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-22,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-23,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-24,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-25,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-26,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-27,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-28,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
2012-02-29,DKI5 (Kebon Jeruk),---,---,---,---,---,0,,TIDAK ADA DATA
