tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2012-06-01,DKI1 (Bunderan HI),73,32,70,76,28,76,O3,SEDANG
2012-06-02,DKI1 (Bunderan HI),71,31,44,72,22,72,O3,SEDANG
2012-06-03,DKI1 (Bunderan HI),62,31,30,77,23,77,O3,SEDANG
2012-06-04,DKI1 (Bunderan HI),60,31,30,55,18,60,PM10,SEDANG
2012-06-05,DKI1 (Bunderan HI),64,24,38,80,18,80,O3,SEDANG
2012-06-06,DKI1 (Bunderan HI),70,31,35,67,18,70,PM10,SEDANG
2012-06-07,DKI1 (Bunderan HI),51,26,36,75,19,75,O3,SEDANG
2012-06-08,DKI1 (Bunderan HI),63,36,37,84,16,84,O3,SEDANG
2012-06-09,DKI1 (Bunderan HI),55,22,38,94,24,94,O3,SEDANG
2012-06-10,DKI1 (Bunderan HI),70,26,36,95,20,95,O3,SEDANG
2012-06-11,DKI1 (Bunderan HI),89,21,53,84,34,89,PM10,SEDANG
2012-06-12,DKI1 (Bunderan HI),67,30,46,64,22,67,PM10,SEDANG
2012-06-13,DKI1 (Bunderan HI),77,34,34,61,19,77,PM10,SEDANG
2012-06-14,DKI1 (Bunderan HI),69,28,35,80,20,80,O3,SEDANG
2012-06-15,DKI1 (Bunderan HI),65,28,37,91,23,91,O3,SEDANG
2012-06-16,DKI1 (Bunderan HI),75,34,37,81,19,81,O3,SEDANG
2012-06-17,DKI1 (Bunderan HI),61,25,22,56,15,61,PM10,SEDANG
2012-06-18,DKI1 (Bunderan HI),55,25,20,57,10,57,O3,SEDANG
2012-06-19,DKI1 (Bunderan HI),63,32,19,42,12,63,PM10,SEDANG
2012-06-20,DKI1 (Bunderan HI),61,35,25,46,17,61,PM10,SEDANG
2012-06-21,DKI1 (Bunderan HI),71,30,34,72,19,72,O3,SEDANG
2012-06-22,DKI1 (Bunderan HI),67,24,31,90,14,90,O3,SEDANG
2012-06-23,DKI1 (Bunderan HI),64,31,28,68,10,68,O3,SEDANG
2012-06-24,DKI1 (Bunderan HI),63,24,27,83,16,83,O3,SEDANG
2012-06-25,DKI1 (Bunderan HI),63,27,28,68,13,68,O3,SEDANG
2012-06-26,DKI1 (Bunderan HI),63,27,23,60,13,63,PM10,SEDANG
2012-06-27,DKI1 (Bunderan HI),69,30,30,74,29,74,O3,SEDANG
2012-06-28,DKI1 (Bunderan HI),71,31,35,76,28,76,O3,SEDANG
2012-06-29,DKI1 (Bunderan HI),71,34,32,64,26,71,PM10,SEDANG
2012-06-30,DKI1 (Bunderan HI),61,29,29,54,16,61,PM10,SEDANG
2012-06-01,DKI2 (Kelapa Gading),77,19,49,107,26,107,O3,TIDAK SEHAT
2012-06-02,DKI2 (Kelapa Gading),69,20,20,140,25,140,O3,TIDAK SEHAT
2012-06-03,DKI2 (Kelapa Gading),72,22,21,129,15,129,O3,TIDAK SEHAT
2012-06-04,DKI2 (Kelapa Gading),69,21,16,93,11,93,O3,SEDANG
2012-06-05,DKI2 (Kelapa Gading),60,14,16,169,10,169,O3,TIDAK SEHAT
2012-06-06,DKI2 (Kelapa Gading),63,15,15,201,12,201,O3,SANGAT TIDAK SEHAT
2012-06-07,DKI2 (Kelapa Gading),58,16,16,137,11,137,O3,TIDAK SEHAT
2012-06-08,DKI2 (Kelapa Gading),72,20,20,141,11,141,O3,TIDAK SEHAT
2012-06-09,DKI2 (Kelapa Gading),66,22,22,215,18,215,O3,SANGAT TIDAK SEHAT
2012-06-10,DKI2 (Kelapa Gading),67,16,29,208,11,208,O3,SANGAT TIDAK SEHAT
2012-06-11,DKI2 (Kelapa Gading),75,17,26,204,17,204,O3,SANGAT TIDAK SEHAT
2012-06-12,DKI2 (Kelapa Gading),77,21,34,168,19,168,O3,TIDAK SEHAT
2012-06-13,DKI2 (Kelapa Gading),67,19,17,138,12,138,O3,TIDAK SEHAT
2012-06-14,DKI2 (Kelapa Gading),78,18,16,155,12,155,O3,TIDAK SEHAT
2012-06-15,DKI2 (Kelapa Gading),67,15,18,216,15,216,O3,SANGAT TIDAK SEHAT
2012-06-16,DKI2 (Kelapa Gading),86,26,28,209,15,209,O3,SANGAT TIDAK SEHAT
2012-06-17,DKI2 (Kelapa Gading),62,16,12,83,10,83,O3,SEDANG
2012-06-18,DKI2 (Kelapa Gading),74,20,13,50,11,74,PM10,SEDANG
2012-06-19,DKI2 (Kelapa Gading),66,19,14,41,12,66,PM10,SEDANG
2012-06-20,DKI2 (Kelapa Gading),69,21,16,43,15,69,PM10,SEDANG
2012-06-21,DKI2 (Kelapa Gading),68,21,22,83,23,83,O3,SEDANG
2012-06-22,DKI2 (Kelapa Gading),---,17,15,123,10,123,O3,TIDAK SEHAT
2012-06-23,DKI2 (Kelapa Gading),---,16,13,96,12,96,O3,SEDANG
2012-06-24,DKI2 (Kelapa Gading),---,21,17,187,11,187,O3,TIDAK SEHAT
2012-06-25,DKI2 (Kelapa Gading),---,20,17,74,14,74,O3,SEDANG
2012-06-26,DKI2 (Kelapa Gading),---,20,14,46,15,46,O3,BAIK
2012-06-27,DKI2 (Kelapa Gading),---,20,17,98,17,98,O3,SEDANG
2012-06-28,DKI2 (Kelapa Gading),77,18,22,95,17,95,O3,SEDANG
2012-06-29,DKI2 (Kelapa Gading),71,17,23,83,15,83,O3,SEDANG
2012-06-30,DKI2 (Kelapa Gading),67,17,18,58,13,67,PM10,SEDANG
2012-06-01,DKI3 (Jagakarsa),39,---,50,56,8,56,O3,SEDANG
2012-06-02,DKI3 (Jagakarsa),48,---,12,80,8,80,O3,SEDANG
2012-06-03,DKI3 (Jagakarsa),---,---,19,80,14,80,O3,SEDANG
2012-06-04,DKI3 (Jagakarsa),---,---,20,57,13,57,O3,SEDANG
2012-06-05,DKI3 (Jagakarsa),---,---,22,65,18,65,O3,SEDANG
2012-06-06,DKI3 (Jagakarsa),61,5,22,56,14,61,PM10,SEDANG
2012-06-07,DKI3 (Jagakarsa),28,3,13,115,9,115,O3,TIDAK SEHAT
2012-06-08,DKI3 (Jagakarsa),53,4,22,132,10,132,O3,TIDAK SEHAT
2012-06-09,DKI3 (Jagakarsa),38,4,19,133,13,133,O3,TIDAK SEHAT
2012-06-10,DKI3 (Jagakarsa),62,5,26,100,14,100,O3,SEDANG
2012-06-11,DKI3 (Jagakarsa),70,5,25,119,12,119,O3,TIDAK SEHAT
2012-06-12,DKI3 (Jagakarsa),55,5,24,86,11,86,O3,SEDANG
2012-06-13,DKI3 (Jagakarsa),---,8,9,93,6,93,O3,SEDANG
2012-06-14,DKI3 (Jagakarsa),68,10,35,148,17,148,O3,TIDAK SEHAT
2012-06-15,DKI3 (Jagakarsa),55,9,11,94,8,94,O3,SEDANG
2012-06-16,DKI3 (Jagakarsa),51,10,13,104,16,104,O3,TIDAK SEHAT
2012-06-17,DKI3 (Jagakarsa),47,9,11,93,16,93,O3,SEDANG
2012-06-18,DKI3 (Jagakarsa),52,9,12,69,9,69,O3,SEDANG
2012-06-19,DKI3 (Jagakarsa),45,9,10,87,20,87,O3,SEDANG
2012-06-20,DKI3 (Jagakarsa),72,9,15,85,10,85,O3,SEDANG
2012-06-21,DKI3 (Jagakarsa),67,7,11,107,8,107,O3,TIDAK SEHAT
2012-06-22,DKI3 (Jagakarsa),64,5,11,86,9,86,O3,SEDANG
2012-06-23,DKI3 (Jagakarsa),64,5,21,78,8,78,O3,SEDANG
2012-06-24,DKI3 (Jagakarsa),61,5,18,73,10,73,O3,SEDANG
2012-06-25,DKI3 (Jagakarsa),63,5,14,80,9,80,O3,SEDANG
2012-06-26,DKI3 (Jagakarsa),59,6,10,60,10,60,O3,SEDANG
2012-06-27,DKI3 (Jagakarsa),61,6,9,78,10,78,O3,SEDANG
2012-06-28,DKI3 (Jagakarsa),63,7,14,135,22,135,O3,TIDAK SEHAT
2012-06-29,DKI3 (Jagakarsa),63,7,16,115,16,115,O3,TIDAK SEHAT
2012-06-30,DKI3 (Jagakarsa),59,5,19,87,13,87,O3,SEDANG
2012-06-01,DKI4 (Lubang Buaya),97,6,14,91,---,97,PM10,SEDANG
2012-06-02,DKI4 (Lubang Buaya),86,6,9,90,13,90,O3,SEDANG
2012-06-03,DKI4 (Lubang Buaya),94,6,11,72,18,94,PM10,SEDANG
2012-06-04,DKI4 (Lubang Buaya),82,5,9,74,10,82,PM10,SEDANG
2012-06-05,DKI4 (Lubang Buaya),74,5,8,64,18,74,PM10,SEDANG
2012-06-06,DKI4 (Lubang Buaya),79,7,9,61,14,79,PM10,SEDANG
2012-06-07,DKI4 (Lubang Buaya),44,5,6,103,9,103,O3,TIDAK SEHAT
2012-06-08,DKI4 (Lubang Buaya),72,4,8,75,10,75,O3,SEDANG
2012-06-09,DKI4 (Lubang Buaya),55,5,6,161,14,161,O3,TIDAK SEHAT
