Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Jakarta Central,PM2.5 - Principal,2019-01-01 01:00 AM,2019,01,01,01,18.7,65,Moderate,21.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 02:00 AM,2019,01,01,02,9.3,39,Good,0.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 03:00 AM,2019,01,01,03,3.1,13,Good,-3.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 04:00 AM,2019,01,01,04,-0.4,-999,N/A,-4.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 05:00 AM,2019,01,01,05,-1.7,-999,N/A,-3.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 06:00 AM,2019,01,01,06,-1.7,-999,N/A,-8.0,UG/M3,1 Hr,Invalid
Jakarta Central,PM2.5 - Principal,2019-01-01 07:00 AM,2019,01,01,07,-999.0,-999,N/A,-6.0,UG/M3,1 Hr,Invalid
Jakarta Central,PM2.5 - Principal,2019-01-01 08:00 AM,2019,01,01,08,-999.0,-999,N/A,2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 09:00 AM,2019,01,01,09,2.9,12,Good,4.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 10:00 AM,2019,01,01,10,1.8,8,Good,1.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 11:00 AM,2019,01,01,11,5.0,21,Good,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 12:00 PM,2019,01,01,12,8.6,36,Good,12.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 01:00 PM,2019,01,01,13,10.8,45,Good,13.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 02:00 PM,2019,01,01,14,13.9,55,Moderate,17.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 03:00 PM,2019,01,01,15,11.9,50,Good,10.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 04:00 PM,2019,01,01,16,10.9,45,Good,10.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 05:00 PM,2019,01,01,17,9.4,39,Good,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 06:00 PM,2019,01,01,18,8.7,36,Good,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 07:00 PM,2019,01,01,19,7.3,30,Good,6.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 08:00 PM,2019,01,01,20,7.6,32,Good,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 09:00 PM,2019,01,01,21,6.3,26,Good,5.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 10:00 PM,2019,01,01,22,4.6,19,Good,3.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-01 11:00 PM,2019,01,01,23,3.3,14,Good,2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 12:00 AM,2019,01,02,00,1.6,7,Good,0.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 01:00 AM,2019,01,02,01,0.3,1,Good,-1.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 02:00 AM,2019,01,02,02,0.6,3,Good,1.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 03:00 AM,2019,01,02,03,1.8,8,Good,3.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 04:00 AM,2019,01,02,04,2.4,10,Good,3.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 05:00 AM,2019,01,02,05,2.2,9,Good,2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 06:00 AM,2019,01,02,06,1.6,7,Good,1.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 07:00 AM,2019,01,02,07,3.3,14,Good,5.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 08:00 AM,2019,01,02,08,5.6,23,Good,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 09:00 AM,2019,01,02,09,6.8,28,Good,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 10:00 AM,2019,01,02,10,6.4,27,Good,6.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 11:00 AM,2019,01,02,11,8.2,34,Good,10.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 12:00 PM,2019,01,02,12,7.1,30,Good,6.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 01:00 PM,2019,01,02,13,8.5,35,Good,10.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 02:00 PM,2019,01,02,14,8.7,36,Good,9.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 03:00 PM,2019,01,02,15,9.8,41,Good,11.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 04:00 PM,2019,01,02,16,9.9,41,Good,10.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 05:00 PM,2019,01,02,17,8.9,37,Good,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 06:00 PM,2019,01,02,18,7.9,33,Good,7.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 07:00 PM,2019,01,02,19,8.9,37,Good,10.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 08:00 PM,2019,01,02,20,8.5,35,Good,8.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 09:00 PM,2019,01,02,21,5.7,24,Good,3.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 10:00 PM,2019,01,02,22,4.8,20,Good,4.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-02 11:00 PM,2019,01,02,23,4.4,18,Good,4.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-03 12:00 AM,2019,01,03,00,2.2,9,Good,0.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-03 01:00 AM,2019,01,03,01,0.1,0,Good,-2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-03 02:00 AM,2019,01,03,02,1.0,4,Good,2.0,UG/M3,1 Hr,Valid
Jakarta Central,PM2.5 - Principal,2019-01-03 03:00 AM,2019,01,03,03,1.5,6,Good,2.0,UG/M3,1 Hr,Valid
