tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2013-03-01,DKI1 (Bunderan HI),48,2,24,62,9,62,O3,SEDANG
2013-03-02,DKI1 (Bunderan HI),52,2,26,75,12,75,O3,SEDANG
2013-03-03,DKI1 (Bunderan HI),55,2,23,79,13,79,O3,SEDANG
2013-03-04,DKI1 (Bunderan HI),42,1,26,73,14,73,O3,SEDANG
2013-03-05,DKI1 (Bunderan HI),44,2,38,48,13,48,O3,BAIK
2013-03-06,DKI1 (Bunderan HI),103,5,80,57,31,103,PM10,TIDAK SEHAT
2013-03-07,DKI1 (Bunderan HI),87,6,73,72,30,87,PM10,SEDANG
2013-03-08,DKI1 (Bunderan HI),63,4,34,53,17,63,PM10,SEDANG
2013-03-09,DKI1 (Bunderan HI),64,4,40,53,15,64,PM10,SEDANG
2013-03-10,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2013-03-11,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2013-03-12,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2013-03-13,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2013-03-14,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2013-03-15,DKI1 (Bunderan HI),---,---,---,---,---,0,,TIDAK ADA DATA
2013-03-16,DKI1 (Bunderan HI),61,4,29,76,10,76,O3,SEDANG
2013-03-17,DKI1 (Bunderan HI),58,1,31,76,10,76,O3,SEDANG
2013-03-18,DKI1 (Bunderan HI),47,2,24,55,11,55,O3,SEDANG
2013-03-19,DKI1 (Bunderan HI),63,3,37,101,21,101,O3,TIDAK SEHAT
2013-03-20,DKI1 (Bunderan HI),65,4,36,70,20,70,O3,SEDANG
2013-03-21,DKI1 (Bunderan HI),60,2,35,65,19,65,O3,SEDANG
2013-03-22,DKI1 (Bunderan HI),76,2,42,73,21,76,PM10,SEDANG
2013-03-23,DKI1 (Bunderan HI),64,2,30,58,14,64,PM10,SEDANG
2013-03-24,DKI1 (Bunderan HI),53,1,33,53,16,53,PM10,SEDANG
2013-03-25,DKI1 (Bunderan HI),55,2,18,63,19,63,O3,SEDANG
2013-03-26,DKI1 (Bunderan HI),71,3,35,49,21,71,PM10,SEDANG
2013-03-27,DKI1 (Bunderan HI),74,3,37,69,23,74,PM10,SEDANG
2013-03-28,DKI1 (Bunderan HI),89,3,53,108,26,108,O3,TIDAK SEHAT
2013-03-29,DKI1 (Bunderan HI),71,2,37,114,18,114,O3,TIDAK SEHAT
2013-03-30,DKI1 (Bunderan HI),54,2,18,37,10,54,PM10,SEDANG
2013-03-31,DKI1 (Bunderan HI),46,1,23,63,12,63,O3,SEDANG
2013-03-01,DKI2 (Kelapa Gading),37,8,13,125,14,125,O3,TIDAK SEHAT
2013-03-02,DKI2 (Kelapa Gading),43,7,13,216,12,216,O3,SANGAT TIDAK SEHAT
2013-03-03,DKI2 (Kelapa Gading),44,7,15,217,14,217,O3,SANGAT TIDAK SEHAT
2013-03-04,DKI2 (Kelapa Gading),29,5,14,217,12,217,O3,SANGAT TIDAK SEHAT
2013-03-05,DKI2 (Kelapa Gading),31,5,17,132,16,132,O3,TIDAK SEHAT
2013-03-06,DKI2 (Kelapa Gading),93,17,75,99,35,99,O3,SEDANG
2013-03-07,DKI2 (Kelapa Gading),79,20,51,166,25,166,O3,TIDAK SEHAT
2013-03-08,DKI2 (Kelapa Gading),53,12,17,183,13,183,O3,TIDAK SEHAT
2013-03-09,DKI2 (Kelapa Gading),43,12,22,213,12,213,O3,SANGAT TIDAK SEHAT
2013-03-10,DKI2 (Kelapa Gading),37,7,14,170,8,170,O3,TIDAK SEHAT
2013-03-11,DKI2 (Kelapa Gading),42,7,20,172,16,172,O3,TIDAK SEHAT
2013-03-12,DKI2 (Kelapa Gading),75,32,24,187,37,187,O3,TIDAK SEHAT
2013-03-13,DKI2 (Kelapa Gading),55,9,25,204,16,204,O3,SANGAT TIDAK SEHAT
2013-03-14,DKI2 (Kelapa Gading),64,25,17,207,19,207,O3,SANGAT TIDAK SEHAT
2013-03-15,DKI2 (Kelapa Gading),70,15,36,205,19,205,O3,SANGAT TIDAK SEHAT
2013-03-16,DKI2 (Kelapa Gading),55,13,26,210,18,210,O3,SANGAT TIDAK SEHAT
2013-03-17,DKI2 (Kelapa Gading),58,12,28,212,13,212,O3,SANGAT TIDAK SEHAT
2013-03-18,DKI2 (Kelapa Gading),51,11,18,176,15,176,O3,TIDAK SEHAT
2013-03-19,DKI2 (Kelapa Gading),69,36,19,206,14,206,O3,SANGAT TIDAK SEHAT
2013-03-20,DKI2 (Kelapa Gading),63,14,19,217,12,217,O3,SANGAT TIDAK SEHAT
2013-03-21,DKI2 (Kelapa Gading),62,12,24,178,14,178,O3,TIDAK SEHAT
2013-03-22,DKI2 (Kelapa Gading),66,13,27,204,15,204,O3,SANGAT TIDAK SEHAT
2013-03-23,DKI2 (Kelapa Gading),70,19,20,168,11,168,O3,TIDAK SEHAT
2013-03-24,DKI2 (Kelapa Gading),51,15,26,198,18,198,O3,TIDAK SEHAT
2013-03-25,DKI2 (Kelapa Gading),59,15,16,197,15,197,O3,TIDAK SEHAT
2013-03-26,DKI2 (Kelapa Gading),67,19,22,198,16,198,O3,TIDAK SEHAT
2013-03-27,DKI2 (Kelapa Gading),64,16,19,187,13,187,O3,TIDAK SEHAT
2013-03-28,DKI2 (Kelapa Gading),86,17,60,149,28,149,O3,TIDAK SEHAT
2013-03-29,DKI2 (Kelapa Gading),67,13,37,276,19,276,O3,SANGAT TIDAK SEHAT
2013-03-30,DKI2 (Kelapa Gading),59,18,21,263,18,263,O3,SANGAT TIDAK SEHAT
2013-03-31,DKI2 (Kelapa Gading),48,10,18,267,8,267,O3,SANGAT TIDAK SEHAT
2013-03-01,DKI3 (Jagakarsa),13,1,4,27,1,27,O3,BAIK
2013-03-02,DKI3 (Jagakarsa),18,2,8,59,4,59,O3,SEDANG
2013-03-03,DKI3 (Jagakarsa),33,2,16,52,6,52,O3,SEDANG
2013-03-04,DKI3 (Jagakarsa),21,1,15,39,8,39,O3,BAIK
2013-03-05,DKI3 (Jagakarsa),20,2,8,37,4,37,O3,BAIK
2013-03-06,DKI3 (Jagakarsa),23,4,45,70,11,70,O3,SEDANG
2013-03-07,DKI3 (Jagakarsa),36,2,44,66,12,66,O3,SEDANG
2013-03-08,DKI3 (Jagakarsa),33,4,13,64,10,64,O3,SEDANG
2013-03-09,DKI3 (Jagakarsa),32,2,31,29,5,32,PM10,BAIK
2013-03-10,DKI3 (Jagakarsa),23,1,16,18,4,23,PM10,BAIK
2013-03-11,DKI3 (Jagakarsa),31,2,11,32,6,32,O3,BAIK
2013-03-12,DKI3 (Jagakarsa),28,3,20,71,8,71,O3,SEDANG
2013-03-13,DKI3 (Jagakarsa),30,2,23,23,5,30,PM10,BAIK
2013-03-14,DKI3 (Jagakarsa),22,3,8,34,5,34,O3,BAIK
2013-03-15,DKI3 (Jagakarsa),52,4,17,54,8,54,O3,SEDANG
2013-03-16,DKI3 (Jagakarsa),32,3,9,34,9,34,O3,BAIK
2013-03-17,DKI3 (Jagakarsa),26,2,15,47,7,47,O3,BAIK
2013-03-18,DKI3 (Jagakarsa),38,2,9,36,6,38,PM10,BAIK
2013-03-19,DKI3 (Jagakarsa),27,4,12,73,7,73,O3,SEDANG
2013-03-20,DKI3 (Jagakarsa),46,3,10,96,10,96,O3,SEDANG
2013-03-21,DKI3 (Jagakarsa),20,2,8,80,7,80,O3,SEDANG
2013-03-22,DKI3 (Jagakarsa),28,2,11,70,13,70,O3,SEDANG
2013-03-23,DKI3 (Jagakarsa),31,2,11,77,8,77,O3,SEDANG
2013-03-24,DKI3 (Jagakarsa),21,2,17,68,10,68,O3,SEDANG
2013-03-25,DKI3 (Jagakarsa),21,3,8,82,10,82,O3,SEDANG
2013-03-26,DKI3 (Jagakarsa),35,2,24,99,8,99,O3,SEDANG
2013-03-27,DKI3 (Jagakarsa),---,---,---,---,---,0,,TIDAK ADA DATA
2013-03-28,DKI3 (Jagakarsa),46,4,35,129,11,129,O3,TIDAK SEHAT
2013-03-29,DKI3 (Jagakarsa),39,1,20,116,9,116,O3,TIDAK SEHAT
2013-03-30,DKI3 (Jagakarsa),40,2,17,26,9,40,PM10,BAIK
2013-03-31,DKI3 (Jagakarsa),32,3,11,59,9,59,O3,SEDANG
2013-03-01,DKI4 (Lubang Buaya),36,---,9,44,5,44,O3,BAIK
2013-03-02,DKI4 (Lubang Buaya),54,1,13,80,8,80,O3,SEDANG
2013-03-03,DKI4 (Lubang Buaya),63,1,33,64,11,64,O3,SEDANG
2013-03-04,DKI4 (Lubang Buaya),46,---,17,72,9,72,O3,SEDANG
2013-03-05,DKI4 (Lubang Buaya),34,1,13,52,10,52,O3,SEDANG
2013-03-06,DKI4 (Lubang Buaya),90,3,68,95,17,95,O3,SEDANG
2013-03-07,DKI4 (Lubang Buaya),69,2,48,117,22,117,O3,TIDAK SEHAT
2013-03-08,DKI4 (Lubang Buaya),64,5,23,69,10,69,O3,SEDANG
2013-03-09,DKI4 (Lubang Buaya),59,2,48,67,11,67,O3,SEDANG
2013-03-10,DKI4 (Lubang Buaya),46,0,22,35,5,46,PM10,BAIK
2013-03-11,DKI4 (Lubang Buaya),51,1,18,32,5,51,PM10,SEDANG
2013-03-12,DKI4 (Lubang Buaya),57,1,30,119,14,119,O3,TIDAK SEHAT
2013-03-13,DKI4 (Lubang Buaya),58,1,33,33,11,58,PM10,SEDANG
2013-03-14,DKI4 (Lubang Buaya),55,3,16,129,15,129,O3,TIDAK SEHAT
2013-03-15,DKI4 (Lubang Buaya),82,3,38,104,13,104,O3,TIDAK SEHAT
2013-03-16,DKI4 (Lubang Buaya),56,2,19,77,8,77,O3,SEDANG
2013-03-17,DKI4 (Lubang Buaya),51,1,26,59,7,59,O3,SEDANG
2013-03-18,DKI4 (Lubang Buaya),61,1,30,48,10,61,PM10,SEDANG
2013-03-19,DKI4 (Lubang Buaya),63,3,15,81,13,81,O3,SEDANG
2013-03-20,DKI4 (Lubang Buaya),68,4,22,82,14,82,O3,SEDANG
2013-03-21,DKI4 (Lubang Buaya),60,1,21,65,14,65,O3,SEDANG
2013-03-22,DKI4 (Lubang Buaya),75,2,42,68,14,75,PM10,SEDANG
2013-03-23,DKI4 (Lubang Buaya),67,1,19,66,12,67,PM10,SEDANG
2013-03-24,DKI4 (Lubang Buaya),53,1,29,65,11,65,O3,SEDANG
2013-03-25,DKI4 (Lubang Buaya),56,2,18,89,14,89,O3,SEDANG
2013-03-26,DKI4 (Lubang Buaya),67,1,23,92,11,92,O3,SEDANG
2013-03-27,DKI4 (Lubang Buaya),73,2,24,107,12,107,O3,TIDAK SEHAT
2013-03-28,DKI4 (Lubang Buaya),96,4,68,124,22,124,O3,TIDAK SEHAT
2013-03-29,DKI4 (Lubang Buaya),78,1,36,69,18,78,PM10,SEDANG
2013-03-30,DKI4 (Lubang Buaya),56,1,23,54,12,56,PM10,SEDANG
2013-03-31,DKI4 (Lubang Buaya),54,2,23,98,10,98,O3,SEDANG
2013-03-01,DKI5 (Kebon Jeruk),9,3,8,34,3,34,O3,BAIK
2013-03-02,DKI5 (Kebon Jeruk),9,3,9,47,5,47,O3,BAIK
2013-03-03,DKI5 (Kebon Jeruk),8,4,16,48,8,48,O3,BAIK
2013-03-04,DKI5 (Kebon Jeruk),26,1,13,30,8,30,O3,BAIK
