tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2015-04-01,DKI1 (Bunderan HI),57,6,32,48,21,57,PM10,SEDANG
2015-04-02,DKI1 (Bunderan HI),67,6,29,44,22,67,PM10,SEDANG
2015-04-03,DKI1 (Bunderan HI),51,7,32,43,15,51,PM10,SEDANG
2015-04-04,DKI1 (Bunderan HI),71,7,29,71,21,71,PM10,SEDANG
2015-04-05,DKI1 (Bunderan HI),69,7,34,69,18,69,PM10,SEDANG
2015-04-06,DKI1 (Bunderan HI),63,7,37,51,20,63,PM10,SEDANG
2015-04-07,DKI1 (Bunderan HI),45,---,26,31,12,45,PM10,BAIK
2015-04-08,DKI1 (Bunderan HI),46,9,26,56,19,56,O3,SEDANG
2015-04-09,DKI1 (Bunderan HI),69,10,38,40,23,69,PM10,SEDANG
2015-04-10,DKI1 (Bunderan HI),75,14,40,64,39,75,PM10,SEDANG
2015-04-11,DKI1 (Bunderan HI),49,15,20,57,15,57,O3,SEDANG
2015-04-12,DKI1 (Bunderan HI),56,15,27,59,25,59,O3,SEDANG
2015-04-13,DKI1 (Bunderan HI),74,14,35,56,17,74,PM10,SEDANG
2015-04-14,DKI1 (Bunderan HI),64,14,30,52,23,64,PM10,SEDANG
2015-04-15,DKI1 (Bunderan HI),59,14,29,51,18,59,PM10,SEDANG
2015-04-16,DKI1 (Bunderan HI),70,14,33,71,21,71,O3,SEDANG
2015-04-17,DKI1 (Bunderan HI),58,15,27,33,16,58,PM10,SEDANG
2015-04-18,DKI1 (Bunderan HI),66,22,28,54,19,66,PM10,SEDANG
2015-04-19,DKI1 (Bunderan HI),83,18,30,68,18,83,PM10,SEDANG
2015-04-20,DKI1 (Bunderan HI),55,17,28,98,21,98,O3,SEDANG
2015-04-21,DKI1 (Bunderan HI),64,17,31,79,30,79,O3,SEDANG
2015-04-22,DKI1 (Bunderan HI),63,16,27,56,19,63,PM10,SEDANG
2015-04-23,DKI1 (Bunderan HI),30,15,11,46,10,46,O3,BAIK
2015-04-24,DKI1 (Bunderan HI),26,15,9,39,7,39,O3,BAIK
2015-04-25,DKI1 (Bunderan HI),29,15,10,40,11,40,O3,BAIK
2015-04-26,DKI1 (Bunderan HI),36,16,18,43,15,43,O3,BAIK
2015-04-27,DKI1 (Bunderan HI),28,16,10,37,7,37,O3,BAIK
2015-04-28,DKI1 (Bunderan HI),34,15,11,42,12,42,O3,BAIK
2015-04-29,DKI1 (Bunderan HI),32,15,11,42,12,42,O3,BAIK
2015-04-30,DKI1 (Bunderan HI),39,15,16,46,13,46,O3,BAIK
2015-04-01,DKI2 (Kelapa Gading),65,19,37,80,21,80,O3,SEDANG
2015-04-02,DKI2 (Kelapa Gading),62,9,35,88,22,88,O3,SEDANG
2015-04-03,DKI2 (Kelapa Gading),44,8,50,50,17,50,CO,BAIK
2015-04-04,DKI2 (Kelapa Gading),67,10,46,108,15,108,O3,TIDAK SEHAT
2015-04-05,DKI2 (Kelapa Gading),68,10,45,66,23,68,PM10,SEDANG
2015-04-06,DKI2 (Kelapa Gading),66,11,39,48,18,66,PM10,SEDANG
2015-04-07,DKI2 (Kelapa Gading),56,10,27,33,9,56,PM10,SEDANG
2015-04-08,DKI2 (Kelapa Gading),49,7,29,86,13,86,O3,SEDANG
2015-04-09,DKI2 (Kelapa Gading),65,13,42,86,17,86,O3,SEDANG
