tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2017-05-01,DKI1 (Bunderan HI),57,12,20,88,4,88,O3,SEDANG
2017-05-02,DKI1 (Bunderan HI),50,8,27,67,4,67,O3,SEDANG
2017-05-03,DKI1 (Bunderan HI),62,10,34,86,4,86,O3,SEDANG
2017-05-04,DKI1 (Bunderan HI),49,9,22,68,4,68,O3,SEDANG
2017-05-05,DKI1 (Bunderan HI),51,11,23,53,4,53,O3,SEDANG
2017-05-06,DKI1 (Bunderan HI),49,10,22,31,5,49,PM10,BAIK
2017-05-07,DKI1 (Bunderan HI),53,8,26,48,6,53,PM10,SEDANG
2017-05-08,DKI1 (Bunderan HI),55,10,27,52,3,55,PM10,SEDANG
2017-05-09,DKI1 (Bunderan HI),54,11,30,42,5,54,PM10,SEDANG
2017-05-10,DKI1 (Bunderan HI),64,11,28,35,4,64,PM10,SEDANG
2017-05-11,DKI1 (Bunderan HI),76,14,28,87,5,87,O3,SEDANG
2017-05-12,DKI1 (Bunderan HI),71,15,25,78,5,78,O3,SEDANG
2017-05-13,DKI1 (Bunderan HI),59,12,20,80,5,80,O3,SEDANG
2017-05-14,DKI1 (Bunderan HI),50,12,20,76,3,76,O3,SEDANG
2017-05-15,DKI1 (Bunderan HI),20,15,19,91,5,91,O3,SEDANG
2017-05-16,DKI1 (Bunderan HI),53,11,21,78,6,78,O3,SEDANG
2017-05-17,DKI1 (Bunderan HI),60,11,24,56,7,60,PM10,SEDANG
2017-05-18,DKI1 (Bunderan HI),56,11,20,81,9,81,O3,SEDANG
2017-05-19,DKI1 (Bunderan HI),46,11,23,85,7,85,O3,SEDANG
2017-05-20,DKI1 (Bunderan HI),59,15,18,64,6,64,O3,SEDANG
2017-05-21,DKI1 (Bunderan HI),51,14,19,53,3,53,O3,SEDANG
2017-05-22,DKI1 (Bunderan HI),35,14,19,53,5,53,O3,SEDANG
2017-05-23,DKI1 (Bunderan HI),44,13,21,85,11,85,O3,SEDANG
2017-05-24,DKI1 (Bunderan HI),61,17,20,82,8,82,O3,SEDANG
2017-05-25,DKI1 (Bunderan HI),69,14,19,87,4,87,O3,SEDANG
2017-05-26,DKI1 (Bunderan HI),54,13,20,134,9,134,O3,TIDAK SEHAT
2017-05-27,DKI1 (Bunderan HI),69,14,24,79,8,79,O3,SEDANG
2017-05-28,DKI1 (Bunderan HI),58,15,16,65,4,65,O3,SEDANG
2017-05-29,DKI1 (Bunderan HI),36,12,20,31,3,36,PM10,BAIK
2017-05-30,DKI1 (Bunderan HI),61,18,23,29,3,61,PM10,SEDANG
2017-05-31,DKI1 (Bunderan HI),56,15,17,26,3,56,PM10,SEDANG
2017-05-01,DKI2 (Kelapa Gading),63,33,16,74,17,74,O3,SEDANG
2017-05-02,DKI2 (Kelapa Gading),53,27,19,76,31,76,O3,SEDANG
2017-05-03,DKI2 (Kelapa Gading),62,30,29,67,18,67,O3,SEDANG
2017-05-04,DKI2 (Kelapa Gading),51,21,17,67,23,67,O3,SEDANG
2017-05-05,DKI2 (Kelapa Gading),49,23,15,58,16,58,O3,SEDANG
2017-05-06,DKI2 (Kelapa Gading),56,48,15,44,20,56,PM10,SEDANG
2017-05-07,DKI2 (Kelapa Gading),49,21,21,56,14,56,O3,SEDANG
2017-05-08,DKI2 (Kelapa Gading),53,20,20,47,13,53,PM10,SEDANG
2017-05-09,DKI2 (Kelapa Gading),68,37,19,44,17,68,PM10,SEDANG
2017-05-10,DKI2 (Kelapa Gading),67,25,15,42,15,67,PM10,SEDANG
2017-05-11,DKI2 (Kelapa Gading),68,22,24,125,17,125,O3,TIDAK SEHAT
2017-05-12,DKI2 (Kelapa Gading),75,29,11,115,18,115,O3,TIDAK SEHAT
2017-05-13,DKI2 (Kelapa Gading),59,24,13,70,12,70,O3,SEDANG
2017-05-14,DKI2 (Kelapa Gading),53,20,8,73,22,73,O3,SEDANG
2017-05-15,DKI2 (Kelapa Gading),75,43,10,61,16,75,PM10,SEDANG
2017-05-16,DKI2 (Kelapa Gading),73,26,10,67,15,73,PM10,SEDANG
2017-05-17,DKI2 (Kelapa Gading),69,22,9,80,15,80,O3,SEDANG
2017-05-18,DKI2 (Kelapa Gading),66,19,8,73,12,73,O3,SEDANG
2017-05-19,DKI2 (Kelapa Gading),67,19,15,89,14,89,O3,SEDANG
2017-05-20,DKI2 (Kelapa Gading),76,34,10,65,16,76,PM10,SEDANG
2017-05-21,DKI2 (Kelapa Gading),58,23,12,60,13,60,O3,SEDANG
2017-05-22,DKI2 (Kelapa Gading),59,22,7,69,12,69,O3,SEDANG
2017-05-23,DKI2 (Kelapa Gading),64,25,13,92,16,92,O3,SEDANG
2017-05-24,DKI2 (Kelapa Gading),73,33,13,85,15,85,O3,SEDANG
2017-05-25,DKI2 (Kelapa Gading),74,28,10,69,15,74,PM10,SEDANG
2017-05-26,DKI2 (Kelapa Gading),72,35,15,151,12,151,O3,TIDAK SEHAT
2017-05-27,DKI2 (Kelapa Gading),78,31,11,105,16,105,O3,TIDAK SEHAT
2017-05-28,DKI2 (Kelapa Gading),59,27,6,51,11,59,PM10,SEDANG
2017-05-29,DKI2 (Kelapa Gading),53,37,8,30,7,53,PM10,SEDANG
2017-05-30,DKI2 (Kelapa Gading),56,27,18,39,15,56,PM10,SEDANG
2017-05-31,DKI2 (Kelapa Gading),51,26,12,31,12,51,PM10,SEDANG
2017-05-01,DKI3 (Jagakarsa),57,39,18,102,15,102,O3,TIDAK SEHAT
2017-05-02,DKI3 (Jagakarsa),39,33,16,85,5,85,O3,SEDANG
2017-05-03,DKI3 (Jagakarsa),52,34,27,112,10,112,O3,TIDAK SEHAT
2017-05-04,DKI3 (Jagakarsa),43,34,10,87,5,87,O3,SEDANG
2017-05-05,DKI3 (Jagakarsa),37,34,13,94,6,94,O3,SEDANG
2017-05-06,DKI3 (Jagakarsa),45,35,14,71,11,71,O3,SEDANG
2017-05-07,DKI3 (Jagakarsa),42,35,17,74,8,74,O3,SEDANG
2017-05-08,DKI3 (Jagakarsa),45,35,16,83,8,83,O3,SEDANG
2017-05-09,DKI3 (Jagakarsa),58,35,18,77,8,77,O3,SEDANG
2017-05-10,DKI3 (Jagakarsa),66,35,14,61,8,66,PM10,SEDANG
2017-05-11,DKI3 (Jagakarsa),67,35,25,104,10,104,O3,TIDAK SEHAT
2017-05-12,DKI3 (Jagakarsa),87,35,18,117,9,117,O3,TIDAK SEHAT
2017-05-13,DKI3 (Jagakarsa),59,35,10,105,12,105,O3,TIDAK SEHAT
2017-05-14,DKI3 (Jagakarsa),60,35,9,92,6,92,O3,SEDANG
2017-05-15,DKI3 (Jagakarsa),66,38,13,115,11,115,O3,TIDAK SEHAT
2017-05-16,DKI3 (Jagakarsa),67,36,13,108,7,108,O3,TIDAK SEHAT
2017-05-17,DKI3 (Jagakarsa),78,35,14,93,11,93,O3,SEDANG
2017-05-18,DKI3 (Jagakarsa),61,34,7,72,10,72,O3,SEDANG
2017-05-19,DKI3 (Jagakarsa),97,35,24,120,9,120,O3,TIDAK SEHAT
