tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2016-04-01,DKI1 (Bunderan HI),74,27,35,16,3,74,PM10,SEDANG
2016-04-02,DKI1 (Bunderan HI),57,26,29,18,2,57,PM10,SEDANG
2016-04-03,DKI1 (Bunderan HI),53,27,27,23,4,53,PM10,SEDANG
2016-04-04,DKI1 (Bunderan HI),34,27,28,21,5,34,PM10,BAIK
2016-04-05,DKI1 (Bunderan HI),42,27,28,21,2,42,PM10,BAIK
2016-04-06,DKI1 (Bunderan HI),46,27,28,22,3,46,PM10,BAIK
2016-04-07,DKI1 (Bunderan HI),54,27,28,16,3,54,PM10,SEDANG
2016-04-08,DKI1 (Bunderan HI),60,27,26,16,2,60,PM10,SEDANG
2016-04-09,DKI1 (Bunderan HI),53,26,24,28,3,53,PM10,SEDANG
2016-04-10,DKI1 (Bunderan HI),52,26,25,23,2,52,PM10,SEDANG
2016-04-11,DKI1 (Bunderan HI),58,27,28,19,3,58,PM10,SEDANG
2016-04-12,DKI1 (Bunderan HI),63,27,32,14,2,63,PM10,SEDANG
2016-04-13,DKI1 (Bunderan HI),51,26,25,14,2,51,PM10,SEDANG
2016-04-14,DKI1 (Bunderan HI),62,27,29,14,3,62,PM10,SEDANG
2016-04-15,DKI1 (Bunderan HI),63,27,40,18,3,63,PM10,SEDANG
2016-04-16,DKI1 (Bunderan HI),59,27,33,19,2,59,PM10,SEDANG
2016-04-17,DKI1 (Bunderan HI),43,27,23,18,2,43,PM10,BAIK
2016-04-18,DKI1 (Bunderan HI),34,27,33,23,3,34,PM10,BAIK
2016-04-19,DKI1 (Bunderan HI),43,27,29,17,3,43,PM10,BAIK
2016-04-20,DKI1 (Bunderan HI),37,27,26,15,3,37,PM10,BAIK
2016-04-21,DKI1 (Bunderan HI),50,27,39,32,4,50,PM10,BAIK
2016-04-22,DKI1 (Bunderan HI),45,28,30,15,2,45,PM10,BAIK
2016-04-23,DKI1 (Bunderan HI),55,30,28,16,1,55,PM10,SEDANG
2016-04-24,DKI1 (Bunderan HI),48,28,23,16,1,48,PM10,BAIK
2016-04-25,DKI1 (Bunderan HI),57,29,27,17,2,57,PM10,SEDANG
2016-04-26,DKI1 (Bunderan HI),71,29,30,13,3,71,PM10,SEDANG
2016-04-27,DKI1 (Bunderan HI),55,30,30,22,3,55,PM10,SEDANG
2016-04-28,DKI1 (Bunderan HI),55,30,28,27,3,55,PM10,SEDANG
